neighborhood,house_age,num_bedrooms,num_bathrooms,sqft_living,sqft_lot,num_floors,garage_type,has_pool,house_condition,heating_type,school_rating,crime_rate,renovation_year,price
Rural,47,4,4,2102.0,6349.0,3,Double,1,Fair,Central,6.4,7.02,2003.0,356705
Midtown,49,4,3,1451.0,6974.0,1,Single,0,Fair,Central,5.2,9.16,2018.0,307904
Downtown,54,5,4,2084.0,3838.0,1,Double,0,Excellent,Central,8.3,3.61,2014.0,521595
Suburbs,18,3,2,1358.0,5926.0,1,Single,0,Fair,Radiator,6.3,0.55,2021.0,275258
Waterfront,27,5,3,1803.0,9321.0,2,Single,0,Good,Electric,6.6,5.07,2018.0,507292
Suburbs,72,5,4,1895.0,8216.0,2,Single,0,Fair,,4.3,2.13,1997.0,334425
Midtown,6,4,4,2116.0,8115.0,2,Single,0,Fair,Electric,8.0,0.13,2023.0,432293
Downtown,75,4,3,1543.0,4132.0,2,Single,0,Good,Central,9.3,6.38,0.0,358566
Rural,69,3,2,1602.0,2516.0,1,Single,0,Good,Central,3.5,1.07,1991.0,248992
Rural,71,6,5,2215.0,4995.0,2,Single,0,Excellent,Central,5.1,5.01,2007.0,450943
Waterfront,22,4,3,2110.0,9591.0,3,Single,0,Excellent,Central,3.9,3.63,2003.0,590035
Suburbs,59,3,2,1322.0,5441.0,2,Double,0,Poor,Radiator,3.3,2.64,2007.0,184073
Suburbs,47,3,2,1393.0,6063.0,1,Double,0,Good,Radiator,3.6,2.17,2008.0,330743
Uptown,68,4,2,1625.0,2760.0,2,,0,Excellent,Central,5.4,0.53,2002.0,385827
Suburbs,32,2,2,809.0,2202.0,2,Double,1,Good,Radiator,6.8,0.0,0.0,257595
Uptown,1,4,4,1793.0,5668.0,2,Single,0,Excellent,Central,3.3,10.15,0.0,455222
Rural,54,2,1,842.0,2615.0,2,Single,1,Poor,Radiator,5.3,6.13,2021.0,171801
Historic,46,3,2,1096.0,4047.0,2,Single,0,Fair,Central,7.0,0.08,0.0,266309
Historic,41,4,3,1682.0,3736.0,3,Single,0,Good,Central,6.8,0.67,2013.0,357641
Suburbs,41,5,4,2004.0,3140.0,1,,0,Excellent,Central,9.7,0.3,0.0,484370
Rural,8,4,3,2079.0,5104.0,2,Double,0,Good,Electric,8.7,0.83,0.0,424314
Uptown,32,4,3,2070.0,9103.0,1,Single,0,Fair,Central,9.7,5.03,2019.0,398478
Suburbs,30,5,3,1891.0,7310.0,2,,0,Poor,Central,5.5,0.13,0.0,252373
Midtown,46,3,2,1488.0,9364.0,2,Single,0,Fair,Electric,6.5,3.48,1991.0,267831
Rural,52,4,3,1760.0,6994.0,1,Single,0,Fair,Central,7.5,4.87,2017.0,317246
Downtown,61,2,2,1047.0,3036.0,2,Single,0,Good,Central,8.8,0.29,2002.0,304773
Suburbs,13,4,2,1619.0,6826.0,2,,0,Good,Central,3.2,4.54,0.0,352689
Midtown,40,2,1,735.0,5193.0,1,Double,0,Excellent,Central,7.0,3.42,2020.0,258798
Suburbs,61,5,3,2550.0,5861.0,1,Double,0,Excellent,Central,6.8,0.52,2000.0,475891
Uptown,44,3,2,1571.0,5544.0,2,Single,0,Fair,Electric,4.7,3.48,0.0,254235
Uptown,62,2,1,1036.0,8907.0,1,,0,Fair,Electric,3.7,1.74,0.0,186434
Suburbs,44,2,1,831.0,3676.0,2,Double,0,Excellent,,5.7,2.67,2003.0,246965
Downtown,48,2,2,712.0,3831.0,2,,0,Good,Central,8.5,3.41,2015.0,237913
Historic,74,3,2,1133.0,7008.0,1,,0,Excellent,Central,7.7,,2006.0,301414
Suburbs,59,3,3,1601.0,6252.0,2,Single,0,Fair,Central,4.0,6.17,0.0,267537
Historic,57,5,4,2114.0,2872.0,2,Single,1,Excellent,Central,5.9,5.05,2012.0,536800
Suburbs,11,3,3,1578.0,6668.0,1,Single,0,Good,Central,4.3,0.71,2020.0,330764
Rural,25,2,2,1092.0,8711.0,1,Single,0,Fair,Central,3.7,1.32,2012.0,226744
Historic,61,4,2,1716.0,8402.0,1,,0,Good,Central,4.4,0.21,2019.0,363117
Suburbs,46,2,2,1010.0,1921.0,2,Single,1,Fair,Electric,8.1,2.3,1994.0,227210
Suburbs,54,5,3,1919.0,,1,Single,0,Poor,Central,7.3,,0.0,272524
Suburbs,34,3,3,1280.0,2119.0,2,Single,1,Fair,Electric,3.9,3.46,2002.0,271003
Suburbs,7,4,3,1964.0,4785.0,2,Single,0,Good,Central,8.2,4.68,0.0,423478
Rural,62,2,1,782.0,4698.0,2,Double,0,Good,Central,7.2,2.87,1999.0,213225
Uptown,57,2,2,827.0,8232.0,2,Single,0,Good,Radiator,8.3,3.87,1990.0,243447
Suburbs,76,4,2,1851.0,7491.0,1,Single,0,Good,Electric,4.4,2.4,0.0,348216
Rural,5,3,2,1464.0,5016.0,2,Single,0,Excellent,Electric,4.2,0.08,,344715
Waterfront,76,6,4,2528.0,9325.0,1,Double,0,Excellent,Central,6.3,,2022.0,641515
Suburbs,35,3,3,1276.0,4358.0,1,Double,0,Good,Radiator,,13.38,2005.0,307477
Suburbs,37,4,2,1487.0,6988.0,1,Single,0,Fair,Central,7.9,7.11,0.0,272112
Midtown,60,6,5,3280.0,10424.0,2,,0,Fair,Central,7.3,15.71,0.0,498094
Historic,65,3,3,1417.0,2856.0,2,Single,0,Fair,Central,4.5,4.31,2013.0,281813
Rural,16,4,2,1824.0,8224.0,1,Single,0,Excellent,Central,8.7,9.96,2019.0,378880
Waterfront,30,1,1,392.0,5168.0,1,Double,0,Good,Central,7.2,3.7,2022.0,245550
Downtown,73,4,4,1790.0,8167.0,3,Single,0,Good,Central,4.2,6.79,0.0,344548
Waterfront,42,4,4,1757.0,8072.0,2,Single,0,Excellent,Radiator,6.3,2.01,0.0,485911
Rural,61,3,2,1205.0,8803.0,2,,0,Good,Electric,7.2,3.98,1998.0,226207
Rural,74,2,2,878.0,4077.0,1,Single,0,Good,Central,7.3,4.48,0.0,171491
Suburbs,77,4,4,1562.0,7688.0,1,Single,0,Good,Radiator,4.7,12.47,1998.0,288286
Downtown,48,5,5,2460.0,7539.0,1,,0,Good,Electric,5.4,1.16,0.0,458701
Suburbs,62,5,3,2658.0,7256.0,1,Double,1,Good,Central,3.7,16.37,0.0,482680
Midtown,64,4,3,1402.0,5627.0,3,Single,0,Poor,,5.4,12.53,2005.0,223880
Suburbs,57,3,2,1383.0,2557.0,3,Single,0,Good,Central,5.5,2.26,2022.0,312107
Rural,68,5,3,2482.0,6407.0,1,,0,Good,Radiator,5.8,0.8,2016.0,401188
Downtown,46,5,3,2657.0,5948.0,1,Double,0,Good,Central,3.6,2.54,2021.0,522693
Downtown,28,3,3,1265.0,6721.0,1,,0,Good,Central,8.5,,2022.0,351668
Historic,77,2,1,1062.0,1719.0,3,Double,0,Good,Radiator,6.3,4.2,0.0,239957
Rural,3,5,5,2575.0,9801.0,1,Single,0,Excellent,Central,6.4,18.56,0.0,545068
Rural,37,5,3,2275.0,7756.0,2,,1,Poor,Electric,4.1,1.97,2020.0,318250
Suburbs,48,2,1,802.0,1766.0,2,Double,1,Fair,Central,9.8,0.73,1997.0,231494
Historic,19,6,4,2883.0,5604.0,3,Single,0,Good,Electric,4.4,1.64,2010.0,534987
Suburbs,17,3,2,1206.0,8757.0,1,Single,0,Good,Electric,4.2,0.28,0.0,307002
Suburbs,40,6,5,2518.0,,3,Single,0,Excellent,Central,9.1,8.82,2011.0,606130
Rural,50,3,2,1330.0,6423.0,2,Single,0,Good,Central,9.3,5.57,0.0,299570
Suburbs,73,3,2,1348.0,8816.0,2,Single,0,Fair,Central,4.3,3.28,2023.0,219189
Suburbs,29,3,2,1163.0,3102.0,2,Single,1,Poor,Central,8.6,1.93,1998.0,234192
Waterfront,51,5,4,2443.0,8687.0,1,Single,0,Fair,Central,3.3,3.03,2011.0,469299
Waterfront,42,3,2,1645.0,5181.0,3,Single,1,Good,Central,6.1,29.58,1992.0,390607
Uptown,29,4,2,1595.0,8478.0,2,Double,0,Fair,Electric,3.2,0.1,0.0,316982
Suburbs,66,2,1,921.0,3276.0,2,Single,0,Poor,Central,5.3,0.6,1990.0,126382
Downtown,17,4,4,1763.0,8608.0,1,,0,Good,Radiator,9.5,1.35,2010.0,442783
Suburbs,31,3,2,1234.0,2473.0,1,,0,Good,Central,6.5,8.4,2004.0,308448
Midtown,52,1,1,433.0,1254.0,2,Single,0,Good,Electric,3.5,1.05,0.0,143618
Rural,39,2,1,993.0,4473.0,1,Double,0,Good,Central,6.2,20.67,0.0,225749
Historic,60,2,1,865.0,8162.0,1,Single,0,Good,,3.7,0.26,0.0,218741
Downtown,51,4,3,1805.0,8586.0,1,Single,0,Fair,Central,9.6,5.83,2000.0,399294
Rural,16,3,3,1336.0,7059.0,2,Double,0,Fair,Radiator,3.2,1.54,0.0,273998
Downtown,14,2,2,922.0,3789.0,2,Single,0,Excellent,Electric,7.0,13.3,0.0,346406
Rural,42,3,2,1224.0,4708.0,1,Double,0,Excellent,Radiator,3.6,1.39,2022.0,327891
Midtown,51,3,3,1355.0,5557.0,3,Single,0,Good,Radiator,5.4,13.79,0.0,284833
Midtown,24,1,1,376.0,5760.0,1,Single,1,Excellent,Central,8.1,1.23,0.0,245186
Rural,43,3,2,1494.0,5774.0,3,Double,0,Excellent,Central,7.3,3.05,0.0,314736
Rural,73,4,2,1488.0,4812.0,2,Single,0,Excellent,Central,5.2,0.95,0.0,312577
Midtown,19,3,2,1520.0,6764.0,1,Single,0,Good,Central,3.6,0.69,2009.0,329024
Waterfront,61,3,2,1545.0,6542.0,3,Single,0,Good,Electric,9.5,2.11,1994.0,409731
Downtown,63,3,2,1061.0,2704.0,2,Single,1,Good,Central,7.2,0.9,0.0,307327
Rural,26,2,1,1032.0,7744.0,2,Single,0,Excellent,Central,9.3,2.79,0.0,255397
Suburbs,35,4,3,1918.0,8623.0,1,Single,1,Poor,Central,8.1,2.37,,296680
Rural,67,5,4,1846.0,4025.0,1,Single,0,Poor,Central,5.8,3.22,2014.0,287871
Rural,56,3,2,1648.0,4316.0,3,Single,0,Poor,Central,9.4,6.92,0.0,236329
Rural,40,3,2,1419.0,8578.0,1,,0,Good,Electric,3.6,6.88,2012.0,273698
Suburbs,29,3,2,1290.0,4468.0,3,Double,1,Fair,Radiator,4.4,,2001.0,288409
Suburbs,6,5,5,2635.0,6576.0,3,Double,1,Good,Radiator,7.6,0.47,2021.0,518259
Rural,52,4,3,1433.0,3057.0,1,Double,0,Fair,Central,9.6,1.75,0.0,279393
Uptown,1,5,3,2467.0,8318.0,1,,0,Excellent,Radiator,8.8,2.01,0.0,609353
Waterfront,52,3,2,1136.0,4879.0,2,Double,0,Good,Radiator,5.4,3.29,2009.0,355289
Suburbs,24,4,4,1842.0,8179.0,1,Double,1,Fair,Central,3.6,3.39,2015.0,366276
Midtown,34,4,3,1476.0,5266.0,1,,1,Good,Electric,5.9,,1995.0,343821
Midtown,7,3,2,1457.0,4629.0,2,Single,0,Poor,Electric,8.7,4.12,0.0,242360
Suburbs,75,3,3,1328.0,4207.0,1,Single,0,Good,Central,8.5,6.6,0.0,260429
Downtown,11,3,2,1054.0,6921.0,2,Single,0,Good,Electric,3.3,4.22,2016.0,328992
Historic,36,4,3,1457.0,3142.0,1,,0,Good,Central,6.0,1.41,2022.0,339695
Uptown,20,5,4,2453.0,8844.0,1,Single,0,Excellent,Central,5.8,25.07,2017.0,603506
Midtown,63,2,2,859.0,7481.0,1,Double,0,Good,Radiator,5.0,7.46,0.0,236623
Uptown,63,3,2,1453.0,5331.0,2,Double,0,Good,Electric,3.7,2.79,,359157
Waterfront,69,5,3,2139.0,6608.0,1,Single,0,Excellent,Central,6.7,4.03,0.0,538317
Rural,30,2,2,844.0,2089.0,1,Single,1,Good,Radiator,6.4,2.86,2014.0,258561
Downtown,30,3,3,1562.0,9207.0,3,Single,1,Good,Electric,7.2,0.12,2014.0,414630
Suburbs,22,2,1,1041.0,1956.0,1,Single,0,Good,Electric,7.2,0.51,0.0,282952
Rural,61,2,1,1067.0,4512.0,1,,0,Fair,Central,4.5,,2001.0,150166
Waterfront,21,5,3,2573.0,3642.0,2,Single,0,Fair,Radiator,7.5,2.09,2006.0,472833
Rural,37,3,2,1126.0,5871.0,2,Double,0,Fair,Radiator,7.7,10.63,0.0,224607
Historic,27,4,3,1453.0,4019.0,2,Single,0,Good,Radiator,8.5,4.31,2002.0,339835
Suburbs,35,2,1,723.0,5338.0,1,Single,0,Good,Central,7.8,2.01,1998.0,219845
Rural,38,1,1,546.0,7545.0,1,,0,Good,Central,6.9,4.7,2009.0,147943
Downtown,60,5,5,2251.0,9650.0,1,Single,0,Good,Central,6.3,1.29,0.0,493990
Suburbs,70,3,3,1119.0,3588.0,2,,0,Fair,Radiator,5.8,1.68,2005.0,240990
Historic,32,1,1,458.0,4043.0,1,Single,0,Good,Electric,9.9,5.51,0.0,202952
Waterfront,27,6,4,2952.0,4239.0,2,Single,1,Poor,Electric,4.2,1.15,2022.0,457444
Midtown,3,3,2,1106.0,3954.0,1,Single,0,Fair,Central,9.0,5.84,2023.0,255539
Suburbs,49,3,2,1257.0,7732.0,2,Double,0,Good,Radiator,6.7,,0.0,291361
Rural,30,4,3,1550.0,9520.0,2,Double,1,Poor,Central,9.1,0.68,1999.0,263567
Suburbs,22,1,1,545.0,6403.0,3,,1,Fair,Central,4.6,0.91,2017.0,200197
Suburbs,19,3,3,1240.0,4612.0,3,Single,0,Good,Radiator,9.9,2.2,0.0,315545
Uptown,31,4,4,1952.0,6578.0,2,Double,1,Excellent,Central,5.7,0.38,2003.0,547595
Waterfront,20,3,3,1601.0,9192.0,2,Double,1,Poor,Central,6.2,4.02,0.0,330764
Uptown,19,4,2,2090.0,5761.0,1,Single,0,Excellent,Radiator,9.5,6.48,0.0,564141
Suburbs,2,3,3,1286.0,4296.0,3,Double,0,Good,Central,8.6,1.67,0.0,330378
Uptown,40,4,3,1648.0,3729.0,2,Single,0,Excellent,Central,9.3,6.94,2006.0,412453
Downtown,39,2,2,1023.0,2425.0,2,,0,Excellent,Electric,9.2,2.31,1990.0,336087
Uptown,72,5,4,1955.0,7367.0,2,Double,0,Poor,Central,7.0,3.5,0.0,337274
Suburbs,54,5,4,2467.0,3373.0,2,Single,0,Good,Radiator,,2.44,0.0,437292
Suburbs,27,2,1,1034.0,2522.0,2,,1,Excellent,Central,6.9,9.97,0.0,294500
Rural,79,5,3,2599.0,5699.0,2,Double,0,Excellent,Radiator,10.0,9.65,1990.0,512504
Midtown,12,3,3,1055.0,4502.0,3,Single,1,Good,Electric,7.5,12.67,0.0,341811
Downtown,78,4,4,1799.0,4441.0,2,,0,Excellent,Central,9.8,1.12,0.0,459556
Suburbs,71,4,2,1686.0,8923.0,1,Double,0,Excellent,Central,8.7,3.48,1992.0,419408
Uptown,17,2,1,1091.0,6819.0,2,Single,0,Excellent,Electric,9.5,6.52,0.0,333851
Suburbs,10,2,1,917.0,1575.0,1,Single,0,Excellent,Radiator,3.3,3.58,2018.0,264695
Suburbs,19,3,2,1306.0,3900.0,3,Single,0,Good,Central,8.1,6.78,2020.0,323798
Suburbs,30,3,2,1196.0,,2,Double,0,Poor,Radiator,5.9,3.57,2020.0,191124
Suburbs,30,3,2,1557.0,7706.0,3,Single,0,Fair,Central,7.6,7.3,1999.0,276452
Midtown,25,3,2,1241.0,6038.0,1,Single,0,Good,Electric,6.9,2.03,0.0,329352
Historic,74,2,2,1030.0,6912.0,1,Single,0,Poor,Central,6.6,3.22,2004.0,173159
Rural,66,4,4,2113.0,5210.0,2,Single,0,Fair,Central,7.8,2.68,0.0,311353
Midtown,35,2,1,723.0,4979.0,1,,0,Good,Electric,9.6,0.73,2011.0,234967
Rural,51,3,3,1355.0,4954.0,1,Double,0,Fair,Central,7.1,13.38,2020.0,246292
Downtown,71,2,1,868.0,2409.0,2,,1,Good,Central,7.5,1.31,1999.0,244408
Suburbs,71,4,3,1714.0,5252.0,2,Single,0,Excellent,Central,4.1,0.06,2008.0,368491
Suburbs,27,5,4,2121.0,5682.0,1,Double,0,Good,Radiator,6.7,5.78,1999.0,437424
Suburbs,10,2,1,912.0,2444.0,1,Single,0,Fair,Central,9.3,1.98,0.0,248574
Midtown,43,4,3,1504.0,2878.0,2,Double,1,Poor,Electric,5.7,2.27,0.0,284115
Historic,55,5,5,2621.0,4462.0,1,Single,0,Excellent,Central,3.9,14.65,2017.0,563699
Suburbs,71,6,3,2769.0,5188.0,3,Double,0,Good,Central,3.0,19.41,2013.0,464034
Rural,6,3,2,1258.0,5893.0,1,Double,0,Fair,Central,5.5,0.32,2019.0,255447
Historic,6,3,3,1195.0,7287.0,2,Double,0,Good,Central,9.7,0.21,0.0,339887
Midtown,77,3,2,1419.0,6627.0,2,Single,0,Good,Central,9.0,6.97,2013.0,318937
Uptown,48,3,2,1522.0,9283.0,2,,0,Excellent,Central,9.8,15.47,1999.0,423105
Rural,77,4,4,1752.0,9402.0,1,Single,0,Good,Radiator,3.6,1.06,0.0,314845
Historic,2,3,3,1640.0,2197.0,1,,0,Poor,Central,4.5,14.98,2023.0,276549
Rural,51,4,4,1828.0,5337.0,2,Double,0,Excellent,Electric,6.7,1.15,2021.0,410297
Rural,61,1,1,545.0,6873.0,3,Single,0,Fair,Central,9.2,6.18,1999.0,172441
Downtown,19,2,1,1085.0,8346.0,2,Single,0,Excellent,Central,5.0,0.31,0.0,382912
Downtown,2,6,5,2819.0,9812.0,3,,0,Excellent,Central,5.0,1.54,0.0,628687
Rural,51,6,5,2797.0,4595.0,2,Single,0,Fair,Electric,9.0,2.43,1994.0,444026
Suburbs,26,4,3,1484.0,7821.0,1,,0,Good,Central,3.6,4.55,2015.0,310595
Downtown,70,3,3,1607.0,5717.0,1,Single,0,Poor,Electric,8.9,11.88,2012.0,286310
Historic,20,6,5,3063.0,5896.0,2,Single,0,Fair,Central,7.2,9.03,2011.0,500853
Downtown,23,2,2,900.0,3492.0,2,Single,1,Good,Central,3.3,2.59,2010.0,308801
Rural,54,4,2,1645.0,3118.0,1,Single,0,Good,Electric,9.0,3.76,0.0,318584
Rural,15,2,1,1035.0,3997.0,2,Double,0,Good,Central,6.6,5.7,2023.0,256702
Midtown,6,4,3,1633.0,4216.0,2,Single,0,Fair,Central,3.8,0.19,2019.0,357627
Rural,35,4,3,1833.0,7363.0,2,Single,0,Excellent,Electric,8.5,3.0,2019.0,432651
Downtown,75,5,3,1948.0,7873.0,3,Single,0,Good,,6.5,5.29,1997.0,435571
Rural,8,4,3,2043.0,8524.0,2,Single,0,Fair,Electric,6.3,15.16,2021.0,290046
Uptown,57,5,4,2502.0,9183.0,3,Single,0,Poor,Electric,3.7,8.41,2001.0,382463
Midtown,50,3,3,1225.0,4011.0,1,Single,0,Good,Electric,4.6,0.92,2004.0,310873
Suburbs,49,4,2,1493.0,4947.0,2,Double,0,Fair,Electric,4.3,6.43,0.0,264898
Suburbs,21,3,2,1156.0,3528.0,3,Single,0,Fair,Central,8.2,0.83,0.0,278534
Midtown,36,1,1,473.0,6678.0,1,,1,Fair,Electric,6.5,2.97,0.0,148625
Suburbs,71,4,3,1520.0,6899.0,2,,1,Fair,Central,5.1,5.69,2000.0,274844
Waterfront,69,5,4,2070.0,4052.0,1,,0,Poor,Central,7.0,2.53,2009.0,375272
Suburbs,58,2,2,1035.0,3749.0,1,Single,1,Excellent,Central,4.1,5.1,2000.0,296818
Downtown,63,1,1,366.0,4700.0,2,Double,1,Good,Central,4.1,14.13,0.0,201728
Suburbs,16,2,1,932.0,5363.0,1,Double,0,Fair,Radiator,6.0,3.31,2010.0,256424
Suburbs,6,5,5,2149.0,3885.0,1,Single,1,Excellent,Central,8.4,7.67,2021.0,588876
Waterfront,78,3,2,1122.0,6449.0,1,Single,0,Good,Central,4.1,0.9,1996.0,306255
Midtown,52,2,2,903.0,2418.0,2,Double,0,Good,Central,5.0,16.05,2000.0,244539
Suburbs,2,1,1,453.0,3759.0,3,,0,Excellent,Central,,5.35,2023.0,205535
Uptown,77,3,2,1276.0,3462.0,1,Single,0,Fair,Central,8.7,6.02,0.0,281262
Downtown,18,4,3,1444.0,8408.0,2,,0,Excellent,Electric,7.7,19.25,2014.0,421245
Rural,76,6,5,2348.0,10320.0,1,Double,0,Excellent,Central,7.9,2.46,2023.0,486051
Downtown,35,3,2,1292.0,2748.0,2,,0,Fair,Central,4.3,2.74,2020.0,293522
Midtown,39,2,2,810.0,2515.0,2,Double,0,Fair,Electric,5.2,4.19,2000.0,231364
Historic,1,5,5,1910.0,4086.0,1,Double,0,Fair,Central,8.6,2.35,0.0,402793
Waterfront,37,5,4,2236.0,3703.0,2,Single,1,Excellent,Electric,9.7,0.36,0.0,651696
Uptown,21,3,2,1288.0,6990.0,1,Single,0,Excellent,Central,7.5,3.76,0.0,369499
Waterfront,1,2,2,965.0,6224.0,2,Single,0,Good,Central,4.0,0.27,0.0,349330
Midtown,4,6,5,2772.0,5423.0,1,Single,0,Excellent,Central,8.6,3.43,2023.0,634341
Historic,58,4,3,1535.0,9379.0,2,Single,0,Good,Central,9.7,0.43,,369693
Midtown,1,5,4,2437.0,4595.0,1,Double,1,Good,Electric,8.0,8.29,0.0,547051
Rural,13,3,2,1329.0,5577.0,1,,1,Good,Electric,8.4,1.6,0.0,333972
Downtown,46,4,3,1490.0,3742.0,1,,0,Excellent,Central,4.8,5.58,2010.0,398690
Rural,47,4,4,1414.0,6884.0,1,Double,0,Excellent,Central,6.4,5.27,0.0,322870
Downtown,76,5,4,2376.0,7253.0,2,Single,0,Excellent,Electric,,1.9,2020.0,532042
Rural,7,6,5,2842.0,6779.0,1,Single,0,Fair,,3.7,3.38,0.0,445401
Rural,51,2,1,1028.0,3489.0,1,Double,0,Fair,Radiator,6.1,9.81,2015.0,191926
Waterfront,3,4,4,2009.0,9132.0,3,Double,0,Fair,,4.4,11.0,,457822
Downtown,50,3,2,1576.0,,1,Single,0,Excellent,Central,6.0,1.4,1990.0,416609
Suburbs,26,4,3,1633.0,,1,Single,0,Fair,Electric,9.6,3.63,2022.0,377973
Rural,31,4,3,1730.0,4722.0,2,,0,Good,Central,9.0,4.36,2013.0,359535
Midtown,62,5,3,1811.0,9807.0,1,Single,0,Excellent,Central,6.3,9.93,2017.0,474320
Suburbs,26,3,2,1296.0,4757.0,1,,0,Good,Central,6.8,0.61,0.0,279389
Suburbs,67,2,2,787.0,1353.0,2,Single,0,Excellent,Central,4.4,1.27,1996.0,221056
Historic,55,1,1,511.0,2688.0,1,Double,0,Good,Central,4.4,1.11,0.0,186865
Waterfront,28,3,2,1443.0,,2,Double,0,Fair,Central,7.6,6.26,0.0,338378
Suburbs,44,3,2,1519.0,8450.0,2,Double,0,Excellent,Electric,5.6,0.78,2020.0,357222
Suburbs,38,5,5,2342.0,6621.0,1,Double,0,Good,Central,9.1,2.8,0.0,471528
Suburbs,30,3,3,1408.0,7215.0,2,Double,0,Fair,Central,8.7,13.05,0.0,278082
Midtown,66,3,2,1191.0,2303.0,1,,0,Excellent,Central,8.8,21.08,1992.0,296728
Downtown,8,5,3,2419.0,9467.0,1,Double,0,Fair,Electric,5.6,3.82,2017.0,409348
Suburbs,14,5,3,1893.0,8898.0,2,Double,0,Good,Central,9.0,21.64,2021.0,422202
Downtown,62,3,3,1215.0,4941.0,1,Single,0,Good,Electric,5.4,1.1,0.0,353482
Suburbs,75,2,2,771.0,3963.0,1,Single,1,Excellent,Electric,7.6,2.33,2019.0,289527
Historic,63,3,2,1619.0,6793.0,1,Single,0,Poor,Central,,7.24,0.0,226871
Suburbs,79,3,3,1588.0,2811.0,1,,0,Good,Central,8.8,4.06,1993.0,305482
Downtown,66,4,4,2099.0,9423.0,1,Single,0,Good,Central,5.4,2.96,0.0,463990
Rural,40,4,3,2168.0,5847.0,2,Double,0,Good,Central,9.5,15.86,0.0,366166
Downtown,13,4,3,1890.0,8535.0,1,,0,Good,Central,8.8,1.71,2021.0,452283
Downtown,17,5,4,2644.0,10354.0,2,Double,0,Good,Central,7.7,7.96,2019.0,567242
Uptown,15,4,3,1633.0,7381.0,1,,0,Good,Central,,0.66,0.0,382062
Historic,33,6,5,2561.0,5003.0,1,,0,Excellent,Radiator,8.4,10.2,0.0,556251
Midtown,16,5,4,2216.0,6746.0,3,,0,Good,Central,8.4,,0.0,450290
Uptown,13,2,2,735.0,3458.0,2,Single,0,Good,Central,9.1,1.71,2018.0,278614
Waterfront,23,2,2,1029.0,3345.0,2,Double,1,Excellent,Central,5.5,3.38,2022.0,422939
Downtown,36,3,2,1121.0,5806.0,1,,0,Fair,Central,6.4,0.32,2015.0,301236
Historic,43,4,2,2039.0,4451.0,2,Single,0,Excellent,Electric,3.7,0.32,0.0,494861
Uptown,50,4,2,2137.0,4495.0,2,Single,0,Good,Radiator,7.6,11.1,0.0,403081
Historic,74,3,2,1390.0,5213.0,1,Single,1,Excellent,Electric,8.4,2.94,0.0,428842
Rural,13,5,3,1915.0,7629.0,2,Single,0,Good,Electric,6.9,0.01,2021.0,400525
Suburbs,30,3,3,1312.0,3438.0,2,,0,Fair,Central,6.4,4.01,2010.0,253702
Uptown,57,5,5,1888.0,5152.0,3,Single,0,Good,Central,8.2,4.07,2002.0,486914
Historic,30,3,3,1121.0,6659.0,3,Single,1,Excellent,Central,7.4,,2010.0,413542
Midtown,71,1,1,501.0,4553.0,1,Single,0,Good,Central,8.6,12.0,2021.0,193409
Suburbs,10,2,1,857.0,4773.0,1,Single,0,Fair,Central,5.0,8.0,2022.0,201093
Suburbs,66,2,1,700.0,6694.0,1,,0,Poor,Electric,8.0,7.17,1991.0,146539
Suburbs,39,1,1,359.0,8082.0,1,Single,0,Good,Central,4.3,1.38,2022.0,167834
Historic,37,4,2,2054.0,7732.0,2,Single,1,Good,Central,8.8,2.05,2011.0,434369
Suburbs,3,2,2,947.0,4918.0,3,Single,0,Good,Central,8.3,8.94,0.0,265643
Downtown,34,4,3,2075.0,8637.0,3,Single,0,Good,Central,7.7,0.33,0.0,519881
Midtown,38,3,2,1214.0,6551.0,2,Double,0,Poor,Electric,5.1,0.6,1990.0,216849
Downtown,14,1,1,412.0,8169.0,2,Single,0,Fair,Radiator,,2.52,,221879
Uptown,64,4,3,1893.0,4494.0,2,Single,0,Good,Electric,9.2,2.97,0.0,434912
Suburbs,39,3,2,1449.0,8855.0,2,Single,0,Good,Central,6.1,3.54,0.0,305686
Uptown,54,3,2,1065.0,7243.0,1,Double,1,Poor,Central,7.5,10.09,0.0,219929
Rural,2,3,3,1594.0,5089.0,1,Single,0,Good,Electric,3.3,3.85,2023.0,354834
Midtown,43,1,1,509.0,3714.0,2,Single,0,Poor,Radiator,6.9,0.41,0.0,111876
Midtown,53,3,3,1129.0,3885.0,3,Single,1,Good,Radiator,4.1,1.28,0.0,324522
Downtown,3,3,2,1056.0,8769.0,1,Double,0,Poor,Central,6.7,8.05,2023.0,250998
Downtown,41,1,1,503.0,3168.0,2,Double,0,Fair,Radiator,4.6,14.25,2006.0,199214
Suburbs,8,3,3,1591.0,6403.0,3,,0,Excellent,Radiator,10.0,141.34064806634478,0.0,419660
Waterfront,75,5,4,2072.0,9349.0,2,Single,0,Good,Electric,5.9,2.64,0.0,500896
Uptown,63,2,2,828.0,2505.0,1,Double,0,Poor,Radiator,7.4,15.63,0.0,195754
Rural,65,5,5,2264.0,6365.0,2,Single,1,Good,Radiator,7.2,6.1,2012.0,402465
Waterfront,79,2,1,969.0,2797.0,1,Double,0,Good,Electric,5.5,0.29,1991.0,273411
Suburbs,4,4,2,1918.0,5682.0,2,Single,1,Excellent,Electric,4.2,5.38,,479994
Uptown,68,4,4,7554.7977583832335,3379.0,2,Double,0,Good,Radiator,7.8,4.57,0.0,438576
